is_correct,q_difficulty,q_date,dollar_value,clue_char_len,seconds_to_answer,category,insert_date
True,4,2003,800,153,22.89,SNOWBOARDING,2023-03-04 17:49:52.019022
True,3,2008,1200,98,32.39,HEAVY EQUIPMENT,2023-03-04 17:50:32.426456
False,4,2005,1600,65,21.82,7 DEADLY SINS,2023-03-04 17:51:18.646357
True,2,1999,400,90,6.04,BODY LANGUAGE,2023-03-04 17:51:29.254924
False,3,2019,1200,78,55.37,"COMIC ""ON""",2023-03-04 17:52:30.383128
False,4,1991,800,87,18.73,BIRDS,2023-03-04 17:52:57.155578
False,3,2003,600,105,37.08,PASTA GLOSSARY,2023-03-04 17:53:37.953530
False,5,1998,1000,97,6.23,HEIR CONDITIONING,2023-03-04 20:52:53.938385
False,4,2009,1600,79,21.48,IT'S OK TO SAY IT BACKWARDS,2023-03-04 20:53:19.235372
False,2,1985,400,81,10.18,BIOLOGY,2023-03-04 20:53:35.208800
True,3,1987,1200,59,6.38,AFRICAN ANIMALS,2023-03-04 20:53:46.953052
False,5,1985,2000,82,7.23,AUTHORS,2023-03-05 08:41:33.675854
True,1,1995,200,73,9.68,MUSIC,2023-03-05 08:42:45.172395
False,4,2007,800,55,12.25,DIVIDED BY A COMMON LANGUAGE,2023-03-05 08:43:03.510262
True,1,1998,200,70,11.83,THE COPS,2023-03-05 08:43:21.024170
False,4,1994,800,89,27.14,ENDANGERED SPECIES,2023-03-05 08:43:53.252946
False,5,1999,2000,61,9.75,CINDERELLA STORIES,2023-03-05 08:44:06.935104
False,5,2005,2000,78,48.27,"IT'S A ""CIN""",2023-03-05 08:45:00.352962
False,5,1993,2000,77,5.75,LITERARY POTPOURRI,2023-03-05 08:45:11.230142
False,5,1997,2000,102,270.59,___ IN THE ___,2023-03-05 08:49:45.127471
False,1,2016,400,54,37.03,ANIMATED MOVIE SONGS,2023-03-05 08:52:39.052674
False,4,2020,1600,113,28.16,BATTLE SHIPS,2023-03-05 08:53:14.422254
False,3,1987,600,103,68.74,CLOTHING,2023-03-05 08:54:28.416180
False,5,2015,2000,173,67.88,EUROPE,2023-03-05 08:55:40.157171
False,4,1999,1600,7,28.56,CAPITAL PUNISHMENT,2023-03-05 08:56:12.634270
False,4,2007,800,90,13.97,SAY YOU WANT A REVOLUTION,2023-03-05 08:56:50.612308
False,5,1988,2000,82,36.33,WORLD CAPITALS,2023-03-05 08:58:31.607739
True,5,1997,2000,82,17.85,LANGUAGES,2023-03-05 08:58:54.068132
True,3,2020,1200,108,9.91,RELIGIOUS FICTION,2023-03-05 13:29:05.648330
False,1,2021,200,77,11.54,FOR YOUR REFERENCE,2023-03-05 13:53:31.050577
False,1,2010,400,110,9.05,MR. ROBINSON,2023-03-05 13:54:02.292522
False,3,2016,600,114,1254.85,INVENTION & INNOVATION,2023-03-05 14:15:03.115739
False,4,2021,1600,106,8.61,AMERICAN LAKES,2023-03-05 14:15:17.660355
True,2,1992,800,77,7.38,MUSIC,2023-03-05 14:15:30.958488
True,4,2020,1600,26,7.43,MOVIES BY MATCHUP,2023-03-05 14:15:43.051426
True,1,2008,200,23,5.37,FIRST NAME'S THE SAME,2023-03-05 14:18:51.820931
True,2,2007,400,37,5.8,THE FEMALE EQUIVALENT,2023-03-05 14:19:03.295356
False,3,1997,1200,17,28.64,CELEBRITY RHYME TIME,2023-03-05 14:19:36.422292
False,2,2021,800,58,61.17,SCI-FI MOVIE SYNOPSES,2023-03-05 15:22:59.630305
False,4,2022,800,122,28.09,THE NAPOLEONIC WARS,2023-03-05 15:23:33.315236
False,3,2018,1200,79,145.04,BANDITS,2023-03-05 15:26:58.096548
False,2,1994,800,101,33.78,NOVELS & NOVELISTS,2023-03-05 15:27:36.215735
False,4,1994,1600,91,20.28,TELEVISION DRAMA,2023-03-05 15:28:02.308934
True,1,2002,400,114,100.4,GREECE,2023-03-05 15:29:46.382505
True,3,2012,1200,91,20.93,GETTING ANIMATED,2023-03-05 15:30:16.435053
False,5,1999,2000,100,57.07,"""MOORE"" OR ""LES""",2023-03-05 15:31:25.173997
False,5,1998,1000,82,30.06,MYTH ME?,2023-03-05 15:32:04.930118
True,1,2011,200,73,14.19,"AN ""A"" PLUS SOME LETTERS",2023-03-05 15:32:24.194897
False,3,2016,600,43,15.46,WHERE IS IT?,2023-03-05 15:32:48.506050
False,4,1994,1600,96,165.7,BLACK AMERICA,2023-03-05 15:35:42.408522
False,1,2008,200,92,64.21,THE WRITE STUFF,2023-03-05 15:36:52.284903
True,5,2018,1000,78,36.22,"INTO THE ""WOOD""S",2023-03-05 15:37:34.260155
False,1,1995,200,99,94.2,PLUMBING,2023-03-05 15:39:23.522700
True,2,1994,400,55,33.39,THE CIRCLE,2023-03-05 15:40:05.915778
False,2,1985,800,44,29.35,"""RIGHT""",2023-03-05 15:40:46.113606
False,5,2008,1000,70,56.29,"""IN""",2023-03-05 15:41:50.819904
False,4,2022,1600,115,56.22,THE NATIONAL LEAGUE,2023-03-05 15:44:48.111965
False,4,2008,800,114,69.2,DO YOU KNOW JACK ABOUT LIT?,2023-03-05 15:46:08.923095
False,2,2016,400,89,43.85,WOMEN AUTHORS,2023-03-05 15:46:58.862797
True,3,2021,600,97,41.63,PLAY TIME IS OVER,2023-03-05 15:47:44.651006
False,5,2019,2000,101,7.68,THAT'S OLD NEWS,2023-03-05 19:17:23.814239
False,1,2001,400,18,2.85,WHO PLAYED 'EM?,2023-03-05 19:17:56.050220
False,2,2008,800,93,11.46,BYPASS,2023-03-05 19:18:10.542909
True,1,1997,400,101,5.82,ANNUAL EVENTS,2023-03-05 19:18:20.595081
False,5,2006,2000,72,5.32,WRITERS ON FILM,2023-03-06 10:41:16.559848
True,1,2017,200,112,11.66,BULLET POINTS,2023-03-06 10:41:34.188743
True,3,2020,1200,116,9.85,SCHOLARSHIP,2023-03-06 10:41:50.163183
False,2,1998,800,96,10.75,APRIL,2023-03-06 10:42:05.950726
False,3,2019,1200,133,13.68,PSYCHOLOGY,2023-03-06 10:42:23.214940
True,2,2019,400,100,9.22,MY LAWN,2023-03-06 10:42:38.527065
False,4,1999,800,80,5.16,CASTING SPELLS,2023-03-06 10:47:40.991714
False,3,2014,1200,108,10.17,INTERNATIONAL FESTIVALS,2023-03-06 10:47:54.857052
True,1,1995,200,61,6.0,TRANSPORTATION,2023-03-06 10:48:04.743140
